txn_id,country,payment_method,amount,timestamp,selected_psp,best_psp,outcome,reward,latency_ms,attempts,final_psp,final_outcome,psp_ranking
txn_8225,PHP,QRPH,1306.95,2026-04-26T15:31:24.205902,Xendit,Xendit,success,17.3469,736,Xendit,Xendit,success,Xendit|paymongo|wingpay|CoinsPH|Innovative
txn_8226,GLOBAL,Apple Pay,1848.15,2026-04-26T15:31:24.211390,checkout,checkout,failure,-16.1178,671,checkout,checkout,failure,checkout
txn_8227,CLP,Bank Transfer,4092.87,2026-04-26T15:31:24.216247,directa24,directa24,success,59.6331,997,directa24,directa24,success,directa24
txn_8228,UGX,Airtel,4632.17,2026-04-26T15:31:24.220972,Fincra,Fincra,success,67.2247,787,Fincra,Fincra,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_8229,NGN,Bank Transfer,2446.77,2026-04-26T15:31:24.225702,korapay,Fincra,success,34.4444,712,korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_8230,TZS,Vodacom M-Pesa,2972.37,2026-04-26T15:31:24.230349,relworx,relworx,success,42.825,1060,relworx,relworx,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_8231,AUD,PayID,515.94,2026-04-26T15:31:24.235088,Banxa,Banxa,success,6.4738,1529,Banxa,Banxa,success,Banxa
txn_8232,KES,M-Pesa,4536.53,2026-04-26T15:31:24.239768,Fincra,Fincra,success,65.7918,613,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_8233,CLP,Bank Transfer,4971.77,2026-04-26T15:31:24.244686,directa24,directa24,failure,-39.049,1076,directa24,directa24,failure,directa24
txn_8234,CAD,Interac Bank Transfer,4352.38,2026-04-26T15:31:24.249389,apaylo,apaylo,failure,-33.9068,1393,apaylo,apaylo,failure,apaylo
txn_8235,COP,Bank Transfer,1090.04,2026-04-26T15:31:24.254041,directa24,directa24,success,14.5898,1085,directa24,directa24,success,directa24|bitso|Alfred|cobre
txn_8236,GHS,Mobile Money,2734.46,2026-04-26T15:31:24.258787,korapay,korapay,success,38.7587,821,korapay,korapay,success,korapay|Bitlipa
txn_8237,ZAR,Bank Transfer,2399.39,2026-04-26T15:31:24.263442,Bitlipa,Bitlipa,success,34.7246,1626,Bitlipa,Bitlipa,success,Bitlipa
txn_8238,VND,Local Wallet,4038.74,2026-04-26T15:31:24.268066,awepay,1vnpay,success,27.7591,1645,awepay→1vnpay,1vnpay,success,1vnpay|awepay|M2pay
txn_8239,AUD,PayID,3605.47,2026-04-26T15:31:24.278247,Banxa,Banxa,failure,-28.3075,1650,Banxa,Banxa,failure,Banxa
txn_8240,EGP,Bank Transfer,4423.66,2026-04-26T15:31:24.282881,Afriex,Afriex,failure,-34.4435,1601,Afriex,Afriex,failure,Afriex
txn_8241,TZS,Vodacom M-Pesa,360.43,2026-04-26T15:31:24.287498,relworx,relworx,failure,-12.8959,974,relworx→Bitlipa→yellowcard,yellowcard,failure,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_8242,AUD,PayID,4037.79,2026-04-26T15:31:24.301482,Banxa,Banxa,failure,-31.5475,1410,Banxa,Banxa,failure,Banxa
txn_8243,EGP,Bank Transfer,365.84,2026-04-26T15:31:24.306091,Afriex,Afriex,failure,-4.0072,1336,Afriex,Afriex,failure,Afriex
txn_8244,ZAR,Bank Transfer,1536.08,2026-04-26T15:31:24.310671,Bitlipa,Bitlipa,success,21.7756,1564,Bitlipa,Bitlipa,success,Bitlipa
txn_8245,GLOBAL,Google Pay,3554.22,2026-04-26T15:31:24.315257,checkout,checkout,success,51.0563,701,checkout,checkout,success,checkout
txn_8246,ZAR,Bank Transfer,1322.86,2026-04-26T15:31:24.319849,Bitlipa,Bitlipa,success,18.5754,1749,Bitlipa,Bitlipa,success,Bitlipa
txn_8247,MYR,DuitNow,1283.08,2026-04-26T15:31:24.324735,M2pay,awepay,success,7.0961,1303,M2pay→awepay,awepay,success,awepay|M2pay
txn_8248,UGX,Airtel,1290.91,2026-04-26T15:31:24.334631,Fincra,Fincra,success,17.1059,777,Fincra,Fincra,success,Fincra|relworx|Dusupay|payaza|Bitlipa
txn_8249,NGN,Bank Transfer,1571.65,2026-04-26T15:31:24.339436,Fincra,Passpoint,success,21.3168,793,Fincra,Fincra,success,Passpoint|Fincra|korapay|yellowcard
txn_8250,XOF,Wave,4045.98,2026-04-26T15:31:24.344275,payaza,payaza,failure,-31.6126,1775,payaza,payaza,failure,payaza
txn_8251,BRL,PIX QR,1765.11,2026-04-26T15:31:24.348924,directa24,directa24,success,24.7179,873,directa24,directa24,success,directa24|tazapay|Alfred|bitso|BRLA
txn_8252,XOF,Wave,4494.82,2026-04-26T15:31:24.353656,payaza,payaza,failure,-34.9757,1454,payaza,payaza,failure,payaza
txn_8253,KES,M-Pesa,4582.17,2026-04-26T15:31:24.358411,Fincra,Fincra,success,29.8532,742,Fincra→Passpoint,Passpoint,success,Fincra|Passpoint|korapay|yellowcard|Sasapay
txn_8254,EUR,Bank Transfer,1262.2,2026-04-26T15:31:24.367974,openpayd,clearjunction,success,5.9467,941,openpayd→clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_8255,GHS,MTN,1756.21,2026-04-26T15:31:24.378456,korapay,korapay,success,24.0863,681,korapay,korapay,success,korapay|Bitlipa
txn_8256,UGX,MTN,2514.31,2026-04-26T15:31:24.383604,Fincra,Fincra,success,35.4566,808,Fincra,Fincra,success,Fincra|relworx|Bitlipa|payaza|Dusupay
txn_8257,TZS,Vodacom M-Pesa,2953.71,2026-04-26T15:31:24.388433,relworx,relworx,success,42.5455,1014,relworx,relworx,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_8258,BRL,PIX QR,1913.75,2026-04-26T15:31:24.393748,directa24,directa24,success,26.9465,972,directa24,directa24,success,directa24|tazapay|Alfred|bitso|BRLA
txn_8259,IDR,Dana,1403.14,2026-04-26T15:31:24.398712,payok,payok,success,19.2871,996,payok,payok,success,payok|brick|awepay
txn_8260,PLN,BLIK,3343.7,2026-04-26T15:31:24.403514,Vimoni,Vimoni,success,48.8926,1286,Vimoni,Vimoni,success,Vimoni
txn_8261,EGP,Bank Transfer,3741.3,2026-04-26T15:31:24.408259,Afriex,Afriex,success,54.8541,1543,Afriex,Afriex,success,Afriex
txn_8262,ZAR,Bank Transfer,3933.7,2026-04-26T15:31:24.413030,Bitlipa,Bitlipa,success,57.739,1651,Bitlipa,Bitlipa,success,Bitlipa
txn_8263,TZS,Vodacom M-Pesa,2283.95,2026-04-26T15:31:24.417821,yellowcard,relworx,success,32.4975,1179,yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_8264,NGN,Bank Transfer,3821.32,2026-04-26T15:31:24.422849,Fincra,Fincra,success,55.0637,615,Fincra,Fincra,success,Fincra|Passpoint|korapay|yellowcard
txn_8265,EUR,Bank Transfer,2901.54,2026-04-26T15:31:24.428420,openpayd,clearjunction,success,41.7616,1150,openpayd,openpayd,success,clearjunction|openpayd|altpay
txn_8266,GLOBAL,Apple Pay,619.88,2026-04-26T15:31:24.433495,checkout,checkout,success,7.0404,783,checkout,checkout,success,checkout
txn_8267,PHP,ShopeePay,1311.35,2026-04-26T15:31:24.438536,Xendit,Xendit,success,17.4121,816,Xendit,Xendit,success,Xendit|paymongo|CoinsPH|Innovative|wingpay
txn_8268,KES,Mobile Money,89.91,2026-04-26T15:31:24.446111,yellowcard,Fincra,success,-0.412,1064,yellowcard,yellowcard,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_8269,JPY,Bank Transfer,970.52,2026-04-26T15:31:24.451707,Shimatomo,Shimatomo,success,13.2943,1349,Shimatomo,Shimatomo,success,Shimatomo
txn_8270,GLOBAL,Card,4115.12,2026-04-26T15:31:24.456992,checkout,checkout,success,59.4707,605,checkout,checkout,success,checkout
txn_8271,BRL,PIX,2828.22,2026-04-26T15:31:24.462321,bitso,bitso,success,40.6648,846,bitso,bitso,success,bitso|directa24|tazapay|Alfred|BRLA
txn_8272,JPY,Bank Transfer,3734.02,2026-04-26T15:31:24.467540,Shimatomo,Shimatomo,failure,-29.2719,1678,Shimatomo,Shimatomo,failure,Shimatomo
txn_8273,THB,Bank Transfer,282.68,2026-04-26T15:31:24.472334,payok,payok,success,-4.2878,1010,payok→M2pay→awepay,awepay,success,payok|awepay|M2pay
txn_8274,BRL,PIX,1668.78,2026-04-26T15:31:24.487366,bitso,directa24,success,23.2702,1154,bitso,bitso,success,directa24|Alfred|bitso|tazapay|BRLA
txn_8275,KES,Mobile Money,4789.17,2026-04-26T15:31:24.492374,Fincra,korapay,success,69.581,654,Fincra,Fincra,success,korapay|Fincra|yellowcard|Passpoint|Sasapay
txn_8276,PHP,ShopeePay,1873.47,2026-04-26T15:31:24.497231,Xendit,Xendit,success,25.8447,730,Xendit,Xendit,success,Xendit|paymongo|wingpay|Innovative|CoinsPH
txn_8277,GLOBAL,Apple Pay,4878.23,2026-04-26T15:31:24.502002,checkout,checkout,success,70.9151,832,checkout,checkout,success,checkout
txn_8278,XAF,MTN,2401.01,2026-04-26T15:31:24.506813,Afriex,Afriex,success,34.7482,1694,Afriex,Afriex,success,Afriex
txn_8279,NGN,Bank Transfer,1604.89,2026-04-26T15:31:24.515128,korapay,Fincra,success,21.8176,572,korapay,korapay,success,Fincra|korapay|Passpoint|yellowcard
txn_8280,TZS,Bank Transfer,1883.7,2026-04-26T15:31:24.528266,yellowcard,relworx,success,26.4968,870,yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_8281,XAF,MTN,3614.24,2026-04-26T15:31:24.538554,Afriex,Afriex,failure,-28.3737,1694,Afriex,Afriex,failure,Afriex
txn_8282,UGX,Airtel,3682.31,2026-04-26T15:31:24.547912,Fincra,Fincra,success,52.9786,601,Fincra,Fincra,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_8283,XOF,Wave,4996.96,2026-04-26T15:31:24.555274,payaza,payaza,failure,-38.7401,1291,payaza,payaza,failure,payaza
txn_8284,PHP,ShopeePay,918.5,2026-04-26T15:31:24.560269,Xendit,Xendit,success,11.521,648,Xendit,Xendit,success,Xendit|paymongo|Innovative|CoinsPH|wingpay
txn_8285,PLN,BLIK,2199.35,2026-04-26T15:31:24.564843,Vimoni,Vimoni,failure,-17.7593,1418,Vimoni,Vimoni,failure,Vimoni
txn_8286,VND,Bank Transfer,783.64,2026-04-26T15:31:24.569228,awepay,awepay,success,10.489,1563,awepay,awepay,success,awepay|1vnpay|M2pay
txn_8287,THB,Thai QR,4734.67,2026-04-26T15:31:24.573729,payok,payok,success,69.2617,832,payok,payok,success,payok|M2pay|awepay
txn_8288,PEN,Bank Transfer,4340.99,2026-04-26T15:31:24.578480,directa24,directa24,success,63.3538,1100,directa24,directa24,success,directa24
txn_8289,COP,Bank Transfer,632.53,2026-04-26T15:31:24.583199,directa24,Alfred,success,7.7291,886,directa24,directa24,success,Alfred|directa24|bitso|cobre
txn_8290,COP,Bank Transfer,2813.8,2026-04-26T15:31:24.587750,directa24,directa24,success,17.5834,998,directa24→Alfred,Alfred,success,directa24|bitso|Alfred|cobre
txn_8291,ARS,Bank Transfer,2154.94,2026-04-26T15:31:24.596637,bitso,bitso,success,30.5649,918,bitso,bitso,success,bitso
txn_8292,EUR,SEPA Bank Transfer,1174.85,2026-04-26T15:31:24.601028,clearjunction,clearjunction,success,15.8639,887,clearjunction,clearjunction,success,clearjunction|openpayd|altpay
txn_8293,AUD,PayID,3831.84,2026-04-26T15:31:24.605510,Banxa,Banxa,failure,-30.0038,1499,Banxa,Banxa,failure,Banxa
txn_8294,COP,Bank Transfer,3425.27,2026-04-26T15:31:24.609973,directa24,directa24,success,49.6201,895,directa24,directa24,success,directa24|Alfred|bitso|cobre
txn_8295,JPY,Bank Transfer,3084.86,2026-04-26T15:31:24.614517,Shimatomo,Shimatomo,success,45.0068,1613,Shimatomo,Shimatomo,success,Shimatomo
txn_8296,TZS,Airtel,506.13,2026-04-26T15:31:24.618953,yellowcard,relworx,success,5.8314,1052,yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|payaza|Dusupay
txn_8297,ZAR,Bank Transfer,2613.36,2026-04-26T15:31:24.623480,Bitlipa,Bitlipa,failure,-20.8663,1612,Bitlipa,Bitlipa,failure,Bitlipa
txn_8298,ZAR,Bank Transfer,1624.67,2026-04-26T15:31:24.628204,Bitlipa,Bitlipa,success,23.1051,1497,Bitlipa,Bitlipa,success,Bitlipa
txn_8299,PEN,Bank Transfer,3214.13,2026-04-26T15:31:24.632976,directa24,directa24,success,46.4502,1175,directa24,directa24,success,directa24
txn_8300,JPY,Bank Transfer,4010.81,2026-04-26T15:31:24.637440,Shimatomo,Shimatomo,failure,-31.3436,1253,Shimatomo,Shimatomo,failure,Shimatomo
txn_8301,CAD,Interac Bank Transfer,4336.28,2026-04-26T15:31:24.641890,apaylo,apaylo,success,63.7788,1537,apaylo,apaylo,success,apaylo
txn_8302,GLOBAL,Card,4371.41,2026-04-26T15:31:24.646297,checkout,checkout,failure,-35.0439,833,checkout,checkout,failure,checkout
txn_8303,ZAR,Bank Transfer,3683.24,2026-04-26T15:31:24.650691,Bitlipa,Bitlipa,success,53.982,1658,Bitlipa,Bitlipa,success,Bitlipa
txn_8304,EGP,Bank Transfer,889.35,2026-04-26T15:31:24.655098,Afriex,Afriex,success,12.0731,1714,Afriex,Afriex,success,Afriex
txn_8305,CLP,Bank Transfer,1873.01,2026-04-26T15:31:24.659476,directa24,directa24,failure,-15.8091,1151,directa24,directa24,failure,directa24
txn_8306,TZS,Vodacom M-Pesa,2880.56,2026-04-26T15:31:24.663888,relworx,relworx,success,18.084,973,relworx→yellowcard,yellowcard,success,relworx|yellowcard|Dusupay|Bitlipa|payaza
txn_8307,KES,Mobile Money,2616.96,2026-04-26T15:31:24.672681,Fincra,Fincra,success,36.9964,804,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_8308,JPY,Bank Transfer,240.94,2026-04-26T15:31:24.677382,Shimatomo,Shimatomo,success,2.3504,1366,Shimatomo,Shimatomo,success,Shimatomo
txn_8309,CLP,Bank Transfer,3723.98,2026-04-26T15:31:24.681978,directa24,directa24,failure,-29.6891,930,directa24,directa24,failure,directa24
txn_8310,COP,Bank Transfer,4066.24,2026-04-26T15:31:24.686405,directa24,directa24,success,59.234,958,directa24,directa24,success,directa24|bitso|Alfred|cobre
txn_8311,PHP,PayMaya,2429.15,2026-04-26T15:31:24.690844,Xendit,Xendit,failure,-59.9368,602,Xendit→Innovative→paymongo,paymongo,failure,Xendit|paymongo|Innovative|wingpay|CoinsPH
txn_8312,VND,Bank Transfer,2885.97,2026-04-26T15:31:24.703986,M2pay,M2pay,success,42.0246,1498,M2pay,M2pay,success,M2pay|awepay|1vnpay
txn_8313,XAF,MTN,518.07,2026-04-26T15:31:24.708406,Afriex,Afriex,success,6.5051,1599,Afriex,Afriex,success,Afriex
txn_8314,ZAR,Bank Transfer,3966.95,2026-04-26T15:31:24.712780,Bitlipa,Bitlipa,failure,-31.0167,1456,Bitlipa,Bitlipa,failure,Bitlipa
txn_8315,GHS,Mobile Money,2281.93,2026-04-26T15:31:24.717153,korapay,korapay,success,13.5911,724,korapay→Bitlipa,Bitlipa,success,korapay|Bitlipa
txn_8316,ZAR,Bank Transfer,4575.47,2026-04-26T15:31:24.726242,Bitlipa,Bitlipa,success,67.3699,1217,Bitlipa,Bitlipa,success,Bitlipa
txn_8317,EGP,Bank Transfer,2352.44,2026-04-26T15:31:24.731051,Afriex,Afriex,success,34.0203,1630,Afriex,Afriex,success,Afriex
txn_8318,GLOBAL,Google Pay,3273.15,2026-04-26T15:31:24.735565,checkout,checkout,success,46.8398,748,checkout,checkout,success,checkout
txn_8319,EGP,Bank Transfer,1203.21,2026-04-26T15:31:24.740001,Afriex,Afriex,success,16.7856,1252,Afriex,Afriex,success,Afriex
txn_8320,KES,M-Pesa,1094.59,2026-04-26T15:31:24.744427,Fincra,Fincra,success,14.1632,568,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard|Sasapay
txn_8321,CLP,Bank Transfer,1231.48,2026-04-26T15:31:24.748921,directa24,directa24,success,16.7142,803,directa24,directa24,success,directa24
txn_8322,PHP,GCash,1585.59,2026-04-26T15:31:24.753308,Xendit,Xendit,success,8.3687,747,Xendit→Innovative,Innovative,success,Xendit|paymongo|Innovative|CoinsPH|wingpay
txn_8323,PHP,GrabPay,1745.6,2026-04-26T15:31:24.762780,Xendit,Xendit,success,23.9278,621,Xendit,Xendit,success,Xendit|paymongo|wingpay|CoinsPH|Innovative
txn_8324,CLP,Bank Transfer,215.57,2026-04-26T15:31:24.767379,directa24,directa24,success,1.4727,1086,directa24,directa24,success,directa24
txn_8325,ARS,Bank Transfer,3517.57,2026-04-26T15:31:24.771772,bitso,bitso,failure,-28.142,1018,bitso,bitso,failure,bitso
txn_8326,CAD,Interac Bank Transfer,1238.4,2026-04-26T15:31:24.776355,apaylo,apaylo,success,17.3106,1538,apaylo,apaylo,success,apaylo
txn_8327,NGN,Bank Transfer,2743.4,2026-04-26T15:31:24.780980,Fincra,Fincra,success,38.8938,724,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard
txn_8328,NGN,Bank Transfer,1887.68,2026-04-26T15:31:24.785467,Fincra,Fincra,success,26.0574,776,Fincra,Fincra,success,Fincra|Passpoint|korapay|yellowcard
txn_8329,THB,Bank Transfer,1273.47,2026-04-26T15:31:24.789928,payok,payok,success,6.5261,1028,payok→M2pay,M2pay,success,payok|awepay|M2pay
txn_8330,ZAR,Bank Transfer,3283.19,2026-04-26T15:31:24.798696,Bitlipa,Bitlipa,success,47.981,1680,Bitlipa,Bitlipa,success,Bitlipa
txn_8331,CLP,Bank Transfer,4637.62,2026-04-26T15:31:24.803116,directa24,directa24,failure,-36.5437,1154,directa24,directa24,failure,directa24
txn_8332,IDR,QRIS,468.7,2026-04-26T15:31:24.807517,payok,payok,success,5.2716,895,payok,payok,success,payok|awepay|brick
txn_8333,NGN,Bank Transfer,1964.5,2026-04-26T15:31:24.811939,Fincra,Fincra,success,27.2095,797,Fincra,Fincra,success,Fincra|korapay|Passpoint|yellowcard
txn_8334,ZAR,Bank Transfer,75.09,2026-04-26T15:31:24.816378,Bitlipa,Bitlipa,success,-0.1385,1480,Bitlipa,Bitlipa,success,Bitlipa
txn_8335,XOF,Wave,4365.31,2026-04-26T15:31:24.820739,payaza,payaza,failure,-34.0063,1644,payaza,payaza,failure,payaza
txn_8336,IDR,Dana,4074.85,2026-04-26T15:31:24.825267,payok,payok,success,59.3623,1040,payok,payok,success,payok|awepay|brick
txn_8337,ZAR,Bank Transfer,4414.96,2026-04-26T15:31:24.830121,Bitlipa,Bitlipa,failure,-34.3776,1540,Bitlipa,Bitlipa,failure,Bitlipa
txn_8338,ARS,Bank Transfer,4725.42,2026-04-26T15:31:24.835208,bitso,bitso,failure,-37.2011,1047,bitso,bitso,failure,bitso
txn_8339,ZAR,Bank Transfer,924.55,2026-04-26T15:31:24.839774,Bitlipa,Bitlipa,failure,-8.2012,1704,Bitlipa,Bitlipa,failure,Bitlipa
txn_8340,CLP,Bank Transfer,4304.38,2026-04-26T15:31:24.844248,directa24,directa24,failure,-34.043,1020,directa24,directa24,failure,directa24
txn_8341,AUD,PayID,3886.36,2026-04-26T15:31:24.848670,Banxa,Banxa,success,57.0302,1522,Banxa,Banxa,success,Banxa
txn_8342,CLP,Bank Transfer,2659.59,2026-04-26T15:31:24.853073,directa24,directa24,success,38.1356,827,directa24,directa24,success,directa24
txn_8343,PHP,GrabPay,3171.52,2026-04-26T15:31:24.857475,Xendit,Xendit,success,45.3165,630,Xendit,Xendit,success,Xendit|paymongo|CoinsPH|Innovative|wingpay
txn_8344,TZS,Bank Transfer,3439.77,2026-04-26T15:31:24.861976,yellowcard,yellowcard,success,22.7756,1012,yellowcard→Bitlipa,Bitlipa,success,yellowcard|relworx|Bitlipa|payaza|Dusupay
txn_8345,PEN,Bank Transfer,4071.47,2026-04-26T15:31:24.870830,directa24,directa24,success,59.3109,1115,directa24,directa24,success,directa24
txn_8346,THB,Thai QR,3440.14,2026-04-26T15:31:24.875415,payok,payok,success,49.8427,943,payok,payok,success,payok|awepay|M2pay
txn_8347,KES,Mobile Money,185.85,2026-04-26T15:31:24.880179,Fincra,korapay,success,0.5304,734,Fincra,Fincra,success,korapay|Fincra|Passpoint|yellowcard|Sasapay
txn_8348,XAF,MTN,761.5,2026-04-26T15:31:24.884718,Afriex,Afriex,failure,-6.9765,1526,Afriex,Afriex,failure,Afriex
txn_8349,TZS,Vodacom M-Pesa,3216.88,2026-04-26T15:31:24.889118,relworx,relworx,success,20.6048,1056,relworx→yellowcard,yellowcard,success,relworx|yellowcard|Dusupay|Bitlipa|payaza
txn_8350,UGX,MTN,3562.84,2026-04-26T15:31:24.897935,Fincra,Fincra,success,51.1842,836,Fincra,Fincra,success,Fincra|relworx|Bitlipa|Dusupay|payaza
txn_8351,PHP,QRPH,978.01,2026-04-26T15:31:24.902413,Xendit,Xendit,success,12.4126,754,Xendit,Xendit,success,Xendit|paymongo|Innovative|wingpay|CoinsPH
txn_8352,TZS,Mobile Money,1774.18,2026-04-26T15:31:24.906893,yellowcard,relworx,success,10.2832,862,yellowcard→Bitlipa,Bitlipa,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_8353,JPY,Bank Transfer,4337.48,2026-04-26T15:31:24.915698,Shimatomo,Shimatomo,success,63.7992,1299,Shimatomo,Shimatomo,success,Shimatomo
txn_8354,VND,MoMo,1916.45,2026-04-26T15:31:24.920099,1vnpay,1vnpay,success,27.48,1671,1vnpay,1vnpay,success,1vnpay|awepay|M2pay
txn_8355,ARS,Bank Transfer,3303.43,2026-04-26T15:31:24.924729,bitso,bitso,failure,-26.5374,1169,bitso,bitso,failure,bitso
txn_8356,BRL,PIX,817.37,2026-04-26T15:31:24.929442,bitso,bitso,success,10.4994,1115,bitso,bitso,success,bitso|tazapay|directa24|Alfred|BRLA
txn_8357,MYR,FPX,225.15,2026-04-26T15:31:24.933966,M2pay,awepay,failure,-5.9108,1698,M2pay→awepay,awepay,failure,awepay|M2pay
txn_8358,MXN,SPEI,1363.82,2026-04-26T15:31:24.942752,tazapay,tazapay,success,18.6954,1192,tazapay,tazapay,success,tazapay|directa24|Alfred|bitso
txn_8359,THB,Bank Transfer,3427.02,2026-04-26T15:31:24.947212,payok,payok,success,-4.2927,1149,payok→M2pay→awepay,awepay,success,payok|awepay|M2pay
txn_8360,MYR,FPX,2181.61,2026-04-26T15:31:24.960274,awepay,awepay,success,31.4595,1469,awepay,awepay,success,awepay|M2pay
txn_8361,AUD,PayID,1758.21,2026-04-26T15:31:24.964654,Banxa,Banxa,failure,-14.4513,1469,Banxa,Banxa,failure,Banxa
txn_8362,CAD,Interac Bank Transfer,4046.17,2026-04-26T15:31:24.968984,apaylo,apaylo,failure,-31.6104,1411,apaylo,apaylo,failure,apaylo
txn_8363,VND,VietQR,4839.4,2026-04-26T15:31:24.973387,1vnpay,awepay,success,33.7645,1330,1vnpay→M2pay,M2pay,success,awepay|1vnpay|M2pay
txn_8364,GLOBAL,Google Pay,125.37,2026-04-26T15:31:24.982475,checkout,checkout,success,-0.377,754,checkout,checkout,success,checkout
txn_8365,EUR,SEPA Bank Transfer,3790.16,2026-04-26T15:31:24.986878,clearjunction,clearjunction,success,25.4004,1077,clearjunction→altpay,altpay,success,clearjunction|openpayd|altpay
txn_8366,CAD,Interac Bank Transfer,1624.8,2026-04-26T15:31:24.995625,apaylo,apaylo,failure,-13.4507,1470,apaylo,apaylo,failure,apaylo
txn_8367,CAD,Interac Bank Transfer,4153.34,2026-04-26T15:31:24.999990,apaylo,apaylo,failure,-32.4142,1412,apaylo,apaylo,failure,apaylo
txn_8368,MYR,FPX,4474.86,2026-04-26T15:31:25.004321,awepay,awepay,success,65.8601,1275,awepay,awepay,success,awepay|M2pay
txn_8369,COP,Bank Transfer,3133.1,2026-04-26T15:31:25.008979,directa24,bitso,failure,-75.7759,1098,directa24→Alfred→bitso,bitso,failure,bitso|directa24|Alfred|cobre
txn_8370,ZAR,Bank Transfer,2893.0,2026-04-26T15:31:25.022628,Bitlipa,Bitlipa,failure,-22.9605,1298,Bitlipa,Bitlipa,failure,Bitlipa
txn_8371,CAD,Interac Bank Transfer,1719.78,2026-04-26T15:31:25.027038,apaylo,apaylo,failure,-14.1643,1599,apaylo,apaylo,failure,apaylo
txn_8372,IDR,OVO,3776.24,2026-04-26T15:31:25.031434,payok,payok,failure,-89.2567,1160,payok→awepay→brick,brick,failure,payok|awepay|brick
txn_8373,XAF,MTN,3165.99,2026-04-26T15:31:25.044485,Afriex,Afriex,success,46.2245,1535,Afriex,Afriex,success,Afriex
txn_8374,PEN,Bank Transfer,4164.1,2026-04-26T15:31:25.048875,directa24,directa24,success,60.6996,1186,directa24,directa24,success,directa24
txn_8375,MXN,CODI,4730.74,2026-04-26T15:31:25.053221,directa24,directa24,success,69.2025,861,directa24,directa24,success,directa24|bitso|tazapay|Alfred
txn_8376,COP,PSE,1422.43,2026-04-26T15:31:25.057668,directa24,directa24,success,19.5751,1139,directa24,directa24,success,directa24|Alfred|cobre|bitso
txn_8377,ARS,Bank Transfer,2783.72,2026-04-26T15:31:25.062111,bitso,bitso,success,39.9967,911,bitso,bitso,success,bitso
txn_8378,EGP,Bank Transfer,3834.96,2026-04-26T15:31:25.066616,Afriex,Afriex,success,56.2614,1305,Afriex,Afriex,success,Afriex
txn_8379,GHS,Mobile Money,4436.09,2026-04-26T15:31:25.071144,korapay,korapay,success,29.7498,821,korapay→Bitlipa,Bitlipa,success,korapay|Bitlipa
txn_8380,NGN,Bank Transfer,4548.02,2026-04-26T15:31:25.079881,Fincra,Fincra,success,65.964,628,Fincra,Fincra,success,Fincra|Passpoint|korapay|yellowcard
txn_8381,MXN,SPEI,1430.5,2026-04-26T15:31:25.084349,bitso,tazapay,success,19.6994,809,bitso,bitso,success,tazapay|bitso|directa24|Alfred
txn_8382,MXN,CODI,3013.73,2026-04-26T15:31:25.088769,directa24,directa24,success,43.4462,979,directa24,directa24,success,directa24|bitso|Alfred|tazapay
txn_8383,PEN,Bank Transfer,480.47,2026-04-26T15:31:25.093187,directa24,directa24,failure,-5.3644,1083,directa24,directa24,failure,directa24
txn_8384,PLN,BLIK,3014.32,2026-04-26T15:31:25.097531,Vimoni,Vimoni,success,43.9486,1617,Vimoni,Vimoni,success,Vimoni
txn_8385,KES,M-Pesa,1150.44,2026-04-26T15:31:25.101861,Fincra,korapay,success,15.0002,643,Fincra,Fincra,success,korapay|Passpoint|Fincra|yellowcard|Sasapay
txn_8386,THB,Thai QR,4765.04,2026-04-26T15:31:25.106361,payok,payok,success,69.7164,922,payok,payok,success,payok|M2pay|awepay
txn_8387,MYR,DuitNow,2421.51,2026-04-26T15:31:25.111183,awepay,M2pay,failure,-38.8553,1493,awepay→M2pay,M2pay,failure,M2pay|awepay
txn_8388,EGP,Bank Transfer,4052.19,2026-04-26T15:31:25.120286,Afriex,Afriex,success,59.5191,1373,Afriex,Afriex,success,Afriex
txn_8389,TZS,Mobile Money,4355.13,2026-04-26T15:31:25.124897,relworx,relworx,success,29.1439,942,relworx→yellowcard,yellowcard,success,relworx|yellowcard|Bitlipa|Dusupay|payaza
txn_8390,EUR,SEPA Bank Transfer,2575.3,2026-04-26T15:31:25.134204,openpayd,clearjunction,success,36.8707,883,openpayd,openpayd,success,clearjunction|openpayd|altpay
txn_8391,CLP,Bank Transfer,971.09,2026-04-26T15:31:25.138723,directa24,directa24,success,12.8083,809,directa24,directa24,success,directa24
