txn_id,chosen_psp,best_psp,chosen_score,best_score,regret,is_optimal,counterfactual_psp,counterfactual_regret,decision_quality
txn_12269,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12270,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12271,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12272,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_12273,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12274,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12275,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12276,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12277,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12278,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12279,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12280,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12281,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12282,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_12283,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12284,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12285,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12286,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12287,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12288,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_12289,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12290,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12291,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12292,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12293,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12294,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12295,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12296,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12297,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12298,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12299,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12300,Alfred,directa24,0.6297,0.6617,0.032,0,tazapay,-0.008,Near-optimal
txn_12301,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12302,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12303,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12304,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12305,korapay,Fincra,0.721,0.737,0.016,0,Passpoint,0.016,Near-optimal
txn_12306,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12307,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12308,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12309,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_12310,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12311,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_12312,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12313,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12314,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12315,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12316,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12317,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12318,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12319,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_12320,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12321,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12322,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12323,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12324,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12325,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12326,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12327,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12328,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12329,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12330,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_12331,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12332,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12333,payok,payok,0.6937,0.6937,0.0,1,brick,0.099333,Optimal
txn_12334,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12335,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12336,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12337,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12338,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12339,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12340,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_12341,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12342,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12343,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12344,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12345,payok,payok,0.6937,0.6937,0.0,1,brick,0.099333,Optimal
txn_12346,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12347,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12348,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12349,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12350,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12351,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12352,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12353,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12354,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12355,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12356,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12357,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12358,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12359,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12360,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12361,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_12362,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12363,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12364,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12365,1vnpay,1vnpay,0.6103,0.6103,0.0,1,M2pay,0.032,Optimal
txn_12366,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12367,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12368,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12369,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12370,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12371,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12372,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12373,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12374,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12375,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12376,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12377,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12378,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12379,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12380,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12381,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12382,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12383,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12384,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12385,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12386,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12387,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_12388,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12389,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12390,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12391,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12392,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12393,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_12394,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12395,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12396,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12397,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12398,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12399,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_12400,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12401,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12402,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12403,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12404,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12405,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12406,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12407,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12408,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12409,payok,payok,0.6937,0.6937,0.0,1,brick,0.099333,Optimal
txn_12410,M2pay,awepay,0.5783,0.5943,0.016,0,awepay,-0.016,Near-optimal
txn_12411,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12412,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12413,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12414,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12415,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12416,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12417,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12418,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12419,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12420,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12421,payok,payok,0.6937,0.6937,0.0,1,brick,0.099333,Optimal
txn_12422,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12423,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12424,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12425,tazapay,directa24,0.6377,0.6617,0.024,0,Alfred,0.008,Near-optimal
txn_12426,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12427,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_12428,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12429,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12430,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12431,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12432,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12433,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12434,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_12435,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12436,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12437,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12438,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12439,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12440,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12441,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12442,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12443,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12444,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_12445,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12446,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12447,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12448,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12449,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12450,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12451,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12452,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12453,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_12454,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12455,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12456,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12457,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12458,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12459,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12460,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12461,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12462,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12463,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12464,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12465,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12466,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12467,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12468,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12469,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12470,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12471,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_12472,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12473,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12474,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12475,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12476,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12477,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12478,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12479,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_12480,yellowcard,relworx,0.6617,0.6777,0.016,0,relworx,-0.016,Near-optimal
txn_12481,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12482,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12483,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12484,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12485,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12486,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12487,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12488,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12489,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12490,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12491,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12492,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12493,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12494,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_12495,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12496,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12497,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12498,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12499,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12500,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12501,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12502,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12503,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12504,bitso,bitso,0.6457,0.6457,0.0,1,,0.645667,Optimal
txn_12505,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12506,Fincra,Fincra,0.737,0.737,0.0,1,Passpoint,0.032,Optimal
txn_12507,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12508,awepay,1vnpay,0.5943,0.6103,0.016,0,M2pay,0.016,Near-optimal
txn_12509,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12510,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12511,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12512,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_12513,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12514,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12515,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_12516,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_12517,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12518,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_12519,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12520,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12521,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12522,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12523,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12524,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12525,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12526,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12527,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12528,payok,payok,0.6937,0.6937,0.0,1,M2pay,0.115333,Optimal
txn_12529,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12530,relworx,relworx,0.6777,0.6777,0.0,1,yellowcard,0.016,Optimal
txn_12531,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12532,1vnpay,1vnpay,0.6103,0.6103,0.0,1,awepay,0.016,Optimal
txn_12533,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12534,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12535,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12536,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12537,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12538,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12539,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12540,yellowcard,relworx,0.6617,0.6777,0.016,0,relworx,-0.016,Near-optimal
txn_12541,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12542,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12543,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12544,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12545,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12546,payok,payok,0.6937,0.6937,0.0,1,awepay,0.099333,Optimal
txn_12547,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12548,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12549,Xendit,Xendit,0.753,0.753,0.0,1,paymongo,0.075333,Optimal
txn_12550,directa24,directa24,0.6617,0.6617,0.0,1,Alfred,0.032,Optimal
txn_12551,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_12552,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12553,openpayd,openpayd,0.6457,0.6457,0.0,1,clearjunction,0.008,Optimal
txn_12554,awepay,awepay,0.5943,0.5943,0.0,1,M2pay,0.016,Optimal
txn_12555,payaza,payaza,0.5543,0.5543,0.0,1,,0.554333,Optimal
txn_12556,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12557,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12558,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12559,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12560,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12561,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12562,Banxa,Banxa,0.5623,0.5623,0.0,1,,0.562333,Optimal
txn_12563,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12564,awepay,1vnpay,0.5943,0.6103,0.016,0,1vnpay,-0.016,Near-optimal
txn_12565,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12566,Bitlipa,Bitlipa,0.5943,0.5943,0.0,1,,0.594333,Optimal
txn_12567,korapay,Fincra,0.721,0.737,0.016,0,Fincra,-0.016,Near-optimal
txn_12568,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12569,Fincra,Fincra,0.737,0.737,0.0,1,relworx,0.059333,Optimal
txn_12570,clearjunction,openpayd,0.6377,0.6457,0.008,0,openpayd,-0.008,Near-optimal
txn_12571,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12572,bitso,directa24,0.6457,0.6617,0.016,0,directa24,-0.016,Near-optimal
txn_12573,directa24,directa24,0.6617,0.6617,0.0,1,tazapay,0.024,Optimal
txn_12574,korapay,korapay,0.721,0.721,0.0,1,Bitlipa,0.126667,Optimal
txn_12575,Fincra,Fincra,0.737,0.737,0.0,1,korapay,0.016,Optimal
txn_12576,directa24,directa24,0.6617,0.6617,0.0,1,bitso,0.016,Optimal
txn_12577,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12578,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
txn_12579,directa24,directa24,0.6617,0.6617,0.0,1,,0.661667,Optimal
txn_12580,Afriex,Afriex,0.5463,0.5463,0.0,1,,0.546333,Optimal
txn_12581,Vimoni,Vimoni,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12582,bitso,directa24,0.6457,0.6617,0.016,0,Alfred,0.016,Near-optimal
txn_12583,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12584,checkout,checkout,0.737,0.737,0.0,1,,0.737,Optimal
txn_12585,apaylo,apaylo,0.5783,0.5783,0.0,1,,0.578333,Optimal
txn_12586,Alfred,directa24,0.6297,0.6617,0.032,0,bitso,-0.016,Near-optimal
txn_12587,Shimatomo,Shimatomo,0.5703,0.5703,0.0,1,,0.570333,Optimal
